Parallax_tolerant,Our_dataset_049,9.539,23.273,71.978,266.535,1296.11
Parallax_tolerant,Our_dataset_055,7.783,18.174,53.637,198.968,615.424
Parallax_tolerant,Our_dataset_003,8.532,22.312,68.572,223.813,783.866
Parallax_tolerant,Our_dataset_021,9.256,20.339,59.488,183.217,589.753
Parallax_tolerant,Our_dataset_009,8.481,23.876,82.872,274.625,1167.56
Parallax_tolerant,Our_dataset_033,7.559,21.503,77.779,312.813,1389.8
Parallax_tolerant,Our_dataset_039,8.958,21.188,67.469,246.273,1182.73
Parallax_tolerant,Our_dataset_023,8.713,22.973,78.975,343.645,1098.07
Parallax_tolerant,Failure_examples_f003,6.815,17.384,57.193,233.745,1191.42
Parallax_tolerant,Our_dataset_019,8.073,21.03,67.741,234.756,1147.92
Parallax_tolerant,APAP_dataset_003,8.646,22.695,77.476,294.444,1263.89
Parallax_tolerant,APAP_dataset_011,9.749,22.434,65.091,240.366,967.07
Parallax_tolerant,Our_dataset_035,7.556,22.319,82.026,314.738,1588.32
Parallax_tolerant,Our_dataset_007,7.348,23.894,76.671,282.542,1349.95
Parallax_tolerant,APAP_dataset_007,8.167,23.164,80.556,300.711,897.138
Parallax_tolerant,Our_dataset_053,8.791,22.957,77.412,281.304,1382.97
Parallax_tolerant,APAP_dataset_005,7.047,17.549,46.446,143.331,474.818
Parallax_tolerant,Our_dataset_029,10.068,25.742,84.952,331.897,1711.95
Parallax_tolerant,Our_dataset_031,7.386,20.36,61.799,222.861,923.932
Parallax_tolerant,Our_dataset_043,7.637,19.306,70.431,293.791,1090.48
Parallax_tolerant,Our_dataset_013,6.593,21.977,72.073,250.762,1107.74
Parallax_tolerant,Our_dataset_073,7.096,20.416,65.419,230.692,983.192
Parallax_tolerant,Our_dataset_059,8.112,21.805,76.337,293.402,1246.97
Parallax_tolerant,Our_dataset_015,8.789,21,68.445,227.627,793.946
Parallax_tolerant,Our_dataset_069,7.543,23.604,81.329,312.307,1442.93
Parallax_tolerant,APAP_dataset_009,6.99,16.898,50.394,179.103,850.209
Parallax_tolerant,Our_dataset_025,7.224,19.875,62.628,212.526,921.602
Parallax_tolerant,Our_dataset_075,6.425,14.485,153.298,194.968,1654.71
Parallax_tolerant,APAP_dataset_001,7.112,19.182,53.144,194.494,1007.85
Parallax_tolerant,Our_dataset_017,8.234,19.133,51.078,191.344,790.191
Parallax_tolerant,Our_dataset_005,6.95,17.971,53.652,185.379,613.69
Parallax_tolerant,Our_dataset_041,7.531,19.759,101.077,333.879,1328.23
Parallax_tolerant,Our_dataset_063,7.323,23.48,68.649,245.718,1156.79
Parallax_tolerant,Failure_examples_f005,7.642,17.388,74.166,1401.5,1011.92
Parallax_tolerant,Our_dataset_011,8.737,19.211,60.76,222.862,1110.81
Parallax_tolerant,Our_dataset_057,6.835,17.231,55.793,242.831,727.817
Parallax_tolerant,Our_dataset_051,7.792,18.435,52.251,186.838,624.832
Parallax_tolerant,Our_dataset_071,7.14,20.121,72.126,224.87,978.897
Parallax_tolerant,Our_dataset_001,9.328,17.529,54.152,179.321,633.978
Parallax_tolerant,Our_dataset_045,8.429,18.809,56.476,178.846,656.582
